MEND_ID,PAAX_ID,GW_ID,ActorName,actor_classification_mend,actor_classification
CON_0,CON_0,346,Bosnia and Herzegovina,CON,Country/State
CON_1,CON_1,344,Croatia,CON,Country/State
CON_10,CON_10,210,Netherlands,CON,Country/State
CON_11,CON_11,20,Canada,CON,Country/State
CON_12,CON_12,820,Malaysia,CON,Country/State
CON_13,CON_13,565,Namibia,CON,Country/State
CON_139,CON_139,325,Italy,CON,Country/State
CON_14,CON_14,317,Slovenia,CON,Country/State
CON_142,CON_142,436,Niger,CON,Country/State
CON_146,CON_146,790,Nepal,CON,Country/State
CON_15,CON_15,140,Brazil,CON,Country/State
CON_157,CON_157,483,Chad,CON,Country/State
CON_158,CON_158,625,Sudan,CON,Country/State
CON_159,CON_159,530,Ethiopia,CON,Country/State
CON_16,CON_16,420,Gambia,CON,Country/State
CON_160,CON_160,840,Philippines,CON,Country/State
CON_162,CON_162,850,Indonesia,CON,Country/State
CON_169,CON_169,205,Ireland,CON,Country/State
CON_17,CON_17,481,Gabon,CON,Country/State
CON_171,CON_171,375,Finland,CON,Country/State
CON_172,CON_172,501,Kenya,CON,Country/State
CON_173,CON_173,626,South Sudan,CON,Country/State
CON_174,CON_174,510,Chama Cha Mapinduzi,CON,Country/State
CON_174,CON_174,510,Tanzania,CON,Country/State
CON_176,CON_176,500,Uganda,CON,Country/State
CON_177,CON_177,155,Chile,CON,Country/State
CON_178,CON_178,135,Peru,CON,Country/State
CON_179,CON_179,130,Ecuador,CON,Country/State
CON_18,CON_18,692,Bahrain,CON,Country/State
CON_181,CON_181,100,Colombia,CON,Country/State
CON_19,CON_19,200,UK,CON,Country/State
CON_19,CON_19,200,United Kingdom,CON,Country/State
CON_2,CON_2,255,Germany,CON,Country/State
CON_20,CON_20,710,China,CON,Country/State
CON_202,CON_202,225,Switzerland,CON,Country/State
CON_203,CON_203,40,Cuba,CON,Country/State
CON_21,CON_21,365,Russia,CON,Country/State
CON_22,CON_22,345,Yugoslavia,CON,Country/State
CON_221,CON_221,560,South Africa,CON,Country/State
CON_228,CON_228,600,Morocco,CON,Country/State
CON_247,CON_247,811,Cambodia,CON,Country/State
CON_248,CON_248,522,Djibouti,CON,Country/State
CON_253,CON_253,516,Burundi,CON,Country/State
CON_255,CON_255,615,Algeria,CON,Country/State
CON_259,CON_259,235,Portugal,CON,Country/State
CON_260,CON_260,540,Angola,CON,Country/State
CON_264,CON_264,490,"Congo, Democratic Republic of the",CON,Country/State
CON_264,CON_264,490,DRC,CON,Country/State
CON_267,CON_267,571,Botswana,CON,Country/State
CON_268,CON_268,70,Mexico,CON,Country/State
CON_272,CON_272,531,Eritrea,CON,Country/State
CON_273,CON_273,731,North Korea,CON,Country/State
CON_276,CON_276,920,New Zealand,CON,Country/State
CON_277,CON_277,900,Australia,CON,Country/State
CON_278,CON_278,935,Vanuatu,CON,Country/State
CON_279,CON_279,940,Solomon Islands,CON,Country/State
CON_280,CON_280,953,Tonga,CON,Country/State
CON_281,CON_281,950,Fiji,CON,Country/State
CON_282,CON_282,910,Papua New Guinea,CON,Country/State
CON_285,CON_285,620,Libya,CON,Country/State
CON_287,CON_287,771,Bangladesh,CON,Country/State
CON_288,CON_288,700,Afghanistan,CON,Country/State
CON_289,CON_289,630,Iran (Islamic Republic of),CON,Country/State
CON_290,CON_290,471,Cameroon,CON,Country/State
CON_292,CON_292,835,Brunei,CON,Country/State
CON_294,CON_294,740,Japan,CON,Country/State
CON_295,CON_295,800,Thailand,CON,Country/State
CON_296,CON_296,830,Singapore,CON,Country/State
CON_297,CON_297,816,Vietnam,CON,Country/State
CON_298,CON_298,812,Laos,CON,Country/State
CON_3,CON_3,2,United States,CON,Country/State
CON_300,CON_300,92,El Salvador,CON,Country/State
CON_301,CON_301,780,Sri Lanka,CON,Country/State
CON_304,CON_304,678,Yemen,CON,Country/State
CON_306,CON_306,90,Guatemala ,CON,Country/State
CON_316,CON_316,101,Venezuela,CON,Country/State
CON_335,CON_335,551,Zambia,CON,Country/State
CON_339,CON_339,517,Rwanda,CON,Country/State
CON_348,CON_348,340,Serbia,CON,Country/State
CON_350,CON_350,552,Zimbabwe,CON,Country/State
CON_353,CON_353,403,SÃ£o TomÃ© and PrÃ­ncipe,CON,Country/State
CON_354,CON_354,402,Cape Verde,CON,Country/State
CON_358,CON_358,520,Somalia,CON,Country/State
CON_387,CON_387,435,Mauritania,CON,Country/State
CON_392,CON_392,553,Malawi,CON,Country/State
CON_394,CON_394,360,Romania,CON,Country/State
CON_395,CON_395,770,Pakistan,CON,Country/State
CON_397,CON_397,93,Nicaragua,CON,Country/State
CON_399,CON_399,860,East Timor,CON,Country/State
CON_4,CON_4,230,Spain,CON,Country/State
CON_41,CON_41,434,Benin,CON,Country/State
CON_419,CON_419,670,Saudi Arabia,CON,Country/State
CON_42,CON_42,484,Congo,CON,Country/State
CON_44,CON_44,438,Guinea ,CON,Country/State
CON_441,CON_441,211,Belgium,CON,Country/State
CON_45,CON_45,372,Georgia,CON,Country/State
CON_458,CON_458,732,South Korea,CON,Country/State
CON_481,CON_481,580,Madagascar,CON,Country/State
CON_482,CON_482,590,Mauritius,CON,Country/State
CON_485,CON_485,581,Comoros,CON,Country/State
CON_486,CON_486,694,Qatar,CON,Country/State
CON_52,CON_52,369,Ukraine,CON,Country/State
CON_521,CON_521,570,Lesotho,CON,Country/State
CON_54,CON_54,704,Uzbekistan,CON,Country/State
CON_55,CON_55,703,Kyrgyzstan,CON,Country/State
CON_551,CON_551,775,Myanmar,CON,Country/State
CON_56,CON_56,705,Kazakhstan,CON,Country/State
CON_562,CON_562,640,Turkey,CON,Country/State
CON_563,CON_563,692,Kuwait,CON,Country/State
CON_57,CON_57,701,Turkmenistan,CON,Country/State
CON_58,CON_58,370,Belarus,CON,Country/State
CON_585,CON_585,94,Costa Rica,CON,Country/State
CON_587,CON_587,339,Albania,CON,Country/State
CON_588,CON_588,305,Austria,CON,Country/State
CON_589,CON_589,355,Bulgaria,CON,Country/State
CON_59,CON_59,373,Azerbaijan,CON,Country/State
CON_590,CON_590,616,Tunisia,CON,Country/State
CON_591,CON_591,696,UAE,CON,Country/State
CON_591,CON_591,696,United Arab Emirates,CON,Country/State
CON_592,CON_592,317,Slovakia,CON,Country/State
CON_593,CON_593,380,Sweden,CON,Country/State
CON_594,CON_594,165,Uruguay,CON,Country/State
CON_6,CON_6,482,Central African Republic,CON,Country/State
CON_60,CON_60,359,Moldova,CON,Country/State
CON_601,CON_601,385,Iceland,CON,Country/State
CON_602,CON_602,310,Hungary,CON,Country/State
CON_603,CON_603,290,Poland,CON,Country/State
CON_604,CON_604,390,Denmark,CON,Country/State
CON_605,CON_605,366,Estonia,CON,Country/State
CON_606,CON_606,698,Oman,CON,Country/State
CON_607,CON_607,341,Montenegro,CON,Country/State
CON_608,CON_608,712,Mongolia,CON,Country/State
CON_609,CON_609,352,Cyprus,CON,Country/State
CON_61,CON_61,371,Armenia,CON,Country/State
CON_610,CON_610,343,North Macedonia,CON,Country/State
CON_611,CON_611,215,Luxembourg,CON,Country/State
CON_612,CON_612,368,Lithuania,CON,Country/State
CON_613,CON_613,223,Liechtenstein,CON,Country/State
CON_614,CON_614,338,Malta,CON,Country/State
CON_615,CON_615,367,Latvia,CON,Country/State
CON_62,CON_62,702,Tajikistan,CON,Country/State
CON_621,CON_621,91,Honduras,CON,Country/State
CON_636,CON_636,350,Greece,CON,Country/State
CON_637,CON_637,316,Czechia,CON,Country/State
CON_641,CON_641,591,Seychelles,CON,Country/State
CON_669,CON_669,,Vatican City,CON,Country/State
CON_67,CON_67,41,Haiti,CON,Country/State
CON_670,CON_670,95,Panama,CON,Country/State
CON_7,CON_7,220,France,CON,Country/State
CON_70,CON_70,750,India,CON,Country/State
CON_75,CON_75,645,Iraq,CON,Country/State
CON_76,CON_76,666,Israel,CON,Country/State
CON_77,CON_77,,Syria,CON,Country/State
CON_77,CON_77,,Syrian Arab Republic,CON,Country/State
CON_78,CON_78,663,Jordan,CON,Country/State
CON_79,CON_79,660,Lebanon,CON,Country/State
CON_81,CON_81,385,Norway,CON,Country/State
CON_82,CON_82,651,Egypt,CON,Country/State
CON_83,CON_83,450,Liberia,CON,Country/State
CON_85,CON_85,461,Togo,CON,Country/State
CON_86,CON_86,439,Burkina Faso,CON,Country/State
CON_88,CON_88,437,CÃ´te dâIvoire,CON,Country/State
CON_9,CON_9,160,Argentina,CON,Country/State
CON_90,CON_90,475,Nigeria,CON,Country/State
CON_91,CON_91,404,Guinea-Bissau,CON,Country/State
CON_92,CON_92,433,Senegal,CON,Country/State
CON_93,CON_93,432,Mali,CON,Country/State
CON_930,CON_930,411,Equatorial Guinea,CON,Country/State
CON_94,CON_94,452,Ghana,CON,Country/State
CON_97,CON_97,541,Mozambique,CON,Country/State
CON_99,CON_99,451,Sierra Leone,CON,Country/State
ENT_1099,ENT_1099,750,Nagaland,ENT,Entity
ENT_1102,ENT_1102,520,South West State,ENT,Entity
ENT_1103,ENT_1103,520,Hirshabelle,ENT,Entity
ENT_1104,ENT_1104,520,Banaadir,ENT,Entity
ENT_1133,ENT_1133,530,Oromia region,ENT,Entity
ENT_1160,ENT_1160,581,Ngazidja,ENT,Entity
ENT_1161,ENT_1161,581,Mwali,ENT,Entity
ENT_1163,ENT_1163,840,Maguindanao ,ENT,Entity
ENT_1173,ENT_1173,373,Nagorno-Karabakh,ENT,Entity
ENT_1174,ENT_1174,,Krajina,ENT,Entity
ENT_1247,ENT_1247,775,Chin State,ENT,Entity
ENT_1268,ENT_1268,840,ARMM,ENT,Entity
ENT_1268,ENT_1268,840,Autonomous Region in Muslim Mindanao,ENT,Entity
ENT_1280,ENT_1280,840,"Lone District, Ifugao",ENT,Entity
ENT_1281,ENT_1281,840,Apayao Province,ENT,Entity
ENT_1307,ENT_1307,625,Darfur,ENT,Entity
ENT_1324,ENT_1324,520,South-West State of Somalia,ENT,Entity
ENT_1328,ENT_1328,625,Unity State,ENT,Entity
ENT_1329,ENT_1329,625,Northern Bahr El-Gazal State,ENT,Entity
ENT_170,ENT_170,200,NI,ENT,Entity
ENT_170,ENT_170,200,Northern Ireland,ENT,Entity
ENT_213,ENT_213,560,Bophuthatswana Govt,ENT,Entity
ENT_215,ENT_215,560,Venda Govt,ENT,Entity
ENT_216,ENT_216,560,Transkei Govt,ENT,Entity
ENT_275,ENT_275,365,Chechen Republic,ENT,Entity
ENT_286,ENT_286,771,Chittagong Hill Tracts,ENT,Entity
ENT_341,ENT_341,910,Bougainville Interim Provincial Government,ENT,Entity
ENT_345,ENT_345,910,Bougainville Transitional Government,ENT,Entity
ENT_356,ENT_356,910,Bougainville,ENT,Entity
ENT_409,ENT_409,940,Guadalcanal Province,ENT,Entity
ENT_411,ENT_411,940,Choiseul Province,ENT,Entity
ENT_412,ENT_412,940,Central Islands Province,ENT,Entity
ENT_413,ENT_413,940,Malaita Province,ENT,Entity
ENT_418,ENT_418,347,Kosovo,ENT,Entity
ENT_46,ENT_46,372,Abkhazia,ENT,Entity
ENT_47,ENT_47,365,North Caucasian,ENT,Entity
ENT_484,ENT_484,581,Anjouan,ENT,Entity
ENT_487,ENT_487,750,Tripura,ENT,Entity
ENT_497,ENT_497,,Kurdistan,ENT,Entity
ENT_534,ENT_534,520,Puntland,ENT,Entity
ENT_550,ENT_550,775,Wa Special Region,ENT,Entity
ENT_561,ENT_561,520,Galmudug,ENT,Entity
ENT_633,ENT_633,910,Baku community,ENT,Entity
ENT_634,ENT_634,365,North Ossetia,ENT,Entity
ENT_635,ENT_635,365,South Ossetia,ENT,Entity
ENT_682,ENT_682,315,Czechoslovakia,ENT,Entity
ENT_69,ENT_69,750,Assam,ENT,Entity
ENT_707,ENT_707,750,West Bengal,ENT,Entity
ENT_720,ENT_720,369,Luhansk People Republic,ENT,Entity
ENT_721,ENT_721,369,Donetsk People Republic,ENT,Entity
ENT_739,ENT_739,667,Palestine,ENT,Entity
ENT_74,ENT_74,750,Mizoram,ENT,Entity
ENT_808,ENT_808,770,"Shakai, District Wana",ENT,Entity
ENT_809,ENT_809,770,South Wazirstan Agency,ENT,Entity
ENT_811,ENT_811,770,Isperka,ENT,Entity
ENT_812,ENT_812,770,Musa Khel,ENT,Entity
ENT_835,ENT_835,520,Jubbaland,ENT,Entity
ENT_857,ENT_857,520,Warsangali ,ENT,Entity
ENT_858,ENT_858,520,Habr Je'lo,ENT,Entity
ENT_859,ENT_859,520,Dhulbahante,ENT,Entity
ENT_860,ENT_860,520,Ogeyslabe,ENT,Entity
ENT_861,ENT_861,520,Habar Yoonis,ENT,Entity
ENT_862,ENT_862,581,Moheli,ENT,Entity
ENT_863,ENT_863,625,Blue Nile,ENT,Entity
ENT_864,ENT_864,625,Abyei,ENT,Entity
ENT_865,ENT_865,625,Southern Kordofan,ENT,Entity
ENT_900,ENT_900,359,Transdniestria,ENT,Entity
ENT_961,ENT_961,340,Belgrade,ENT,Entity
ENT_962,ENT_962,347,Pristina,ENT,Entity
ENT_967,ENT_967,750,Assam Government,ENT,Entity
ENT_970,ENT_970,490,Ituri,ENT,Entity
ENT_986,ENT_986,910,Autonomous Bougainville Government,ENT,Entity
GOV_1140,GOV_1140,100,MedellÃ­n,GOV,Government
GOV_1141,GOV_1141,100,Antioquia,GOV,Government
GOV_1183,GOV_1183,475,Jema'a LGA,GOV,Government
GOV_1184,GOV_1184,475,Kachia LGA,GOV,Government
GOV_1185,GOV_1185,475,Kaura LGA,GOV,Government
GOV_1186,GOV_1186,475,Sanga LGA,GOV,Government
GOV_1187,GOV_1187,475,Zangon-Kataf LGA,GOV,Government
GOV_1301,GOV_1301,750,KAAC,GOV,Government
GOV_1301,GOV_1301,750,Karbi Anglong Autonomous Council,GOV,Government
IGO_1006,IGO_1006,,EC,IGO,IGO
IGO_1006,IGO_1006,,European Council,IGO,IGO
IGO_1070,IGO_1070,,CBLT,IGO,IGO
IGO_1070,IGO_1070,,Lake Chad Basin Commission,IGO,IGO
IGO_1118,IGO_1118,,EACRF,IGO,IGO
IGO_1118,IGO_1118,,East African Community Regional Force,IGO,IGO
IGO_1137,IGO_1137,,United Nations Verification and Inspection Commission (UNVIC),IGO,IGO
IGO_1137,IGO_1137,,UNVIC,IGO,IGO
IGO_1139,IGO_1139,,SAARC,IGO,IGO
IGO_1139,IGO_1139,,South Asian Association for Regional Cooperation,IGO,IGO
IGO_1191,IGO_1191,,BINUCA,IGO,IGO
IGO_1191,IGO_1191,,United Nations Integrated Peacebuilding Office in the Central African Republic (BINUCA),IGO,IGO
IGO_1219,IGO_1219,580,REFAMP,IGO,IGO
IGO_1219,IGO_1219,580,Reseau des femmes Africaines Ministres et Parlementaires section Madagascar,IGO,IGO
IGO_1283,IGO_1283,,MICOPAX,IGO,IGO
IGO_1283,IGO_1283,,Mission for the Consolidation of Peace in Central African Republic,IGO,IGO
IGO_226,IGO_226,,OIC,IGO,IGO
IGO_226,IGO_226,,Organisation of Islamic Cooperation,IGO,IGO
IGO_250,IGO_250,,World Peace Council,IGO,IGO
IGO_250,IGO_250,,WPC,IGO,IGO
IGO_274,IGO_274,,United Nations Observer Mission in Bougainville (UNOMB),IGO,IGO
IGO_274,IGO_274,,UNOMB,IGO,IGO
IGO_312,IGO_312,,IGAD,IGO,IGO
IGO_312,IGO_312,,Intergovernmental Authority on Development,IGO,IGO
IGO_315,IGO_315,,UN General Assembly,IGO,IGO
IGO_315,IGO_315,,UNGA,IGO,IGO
IGO_338,IGO_338,,La Francophonie,IGO,IGO
IGO_338,IGO_338,,OIF,IGO,IGO
IGO_346,IGO_346,,Arab League ,IGO,IGO
IGO_346,IGO_346,,League of Arab States,IGO,IGO
IGO_346,IGO_346,,LOAS,IGO,IGO
IGO_347,IGO_347,,NAM,IGO,IGO
IGO_347,IGO_347,,Nonaligned Movement,IGO,IGO
IGO_349,IGO_349,,SADC,IGO,IGO
IGO_349,IGO_349,,Southern African Development Community,IGO,IGO
IGO_352,IGO_352,,Community of Portuguese-Speaking Countries,IGO,IGO
IGO_352,IGO_352,,CPLP,IGO,IGO
IGO_355,IGO_355,,United Nations Protection Force (UNPROFOR),IGO,IGO
IGO_355,IGO_355,,UNPROFOR,IGO,IGO
IGO_386,IGO_386,,UN Secretary General,IGO,IGO
IGO_386,IGO_386,,UNSG,IGO,IGO
IGO_391,IGO_391,,UN Secretariat,IGO,IGO
IGO_391,IGO_391,,United Nations Secretariat,IGO,IGO
IGO_405,IGO_405,,United Nations Mission in Bosnia and Herzegovina (UNMIBH),IGO,IGO
IGO_405,IGO_405,,UNMIBH,IGO,IGO
IGO_406,IGO_406,,NATO,IGO,IGO
IGO_406,IGO_406,,North Atlantic Treaty Organization,IGO,IGO
IGO_410,IGO_410,,Commonwealth,IGO,IGO
IGO_410,IGO_410,,Commonwealth of Nations,IGO,IGO
IGO_43,IGO_43,,OAU,IGO,IGO
IGO_43,IGO_43,,Organization of African Unity,IGO,IGO
IGO_436,IGO_436,,EU Commission,IGO,IGO
IGO_436,IGO_436,,European Commission,IGO,IGO
IGO_437,IGO_437,,WB,IGO,IGO
IGO_437,IGO_437,,World Bank,IGO,IGO
IGO_438,IGO_438,,IMF,IGO,IGO
IGO_438,IGO_438,,International Monetary Fund,IGO,IGO
IGO_439,IGO_439,,AFDB,IGO,IGO
IGO_439,IGO_439,,African Development Bank,IGO,IGO
IGO_440,IGO_440,,UNHRC,IGO,IGO
IGO_440,IGO_440,,United Nations Human Rights Council,IGO,IGO
IGO_454,IGO_454,,United Nations Mission of Observers in Tajikistan (UNMOT),IGO,IGO
IGO_454,IGO_454,,UNMOT,IGO,IGO
IGO_459,IGO_459,,UNICEF,IGO,IGO
IGO_459,IGO_459,,United Nations Children's Fund,IGO,IGO
IGO_48,IGO_48,,Conference on Security and Cooperation in Europe,IGO,IGO
IGO_48,IGO_48,,CSCE,IGO,IGO
IGO_480,IGO_480,,United Nations Observer Mission in Georgia (UNOMIG),IGO,IGO
IGO_480,IGO_480,,UNOMIG,IGO,IGO
IGO_483,IGO_483,,COI,IGO,IGO
IGO_483,IGO_483,,Indian Ocean Commission,IGO,IGO
IGO_49,IGO_49,,UN,IGO,IGO
IGO_49,IGO_49,,United Nations (General),IGO,IGO
IGO_491,IGO_491,,CEMAC,IGO,IGO
IGO_491,IGO_491,,Economic and Monetary Community of Central Africa,IGO,IGO
IGO_493,IGO_493,,ICGLR,IGO,IGO
IGO_493,IGO_493,,International Conference on the Great Lakes Region,IGO,IGO
IGO_5,IGO_5,,EU,IGO,IGO
IGO_5,IGO_5,,European Union,IGO,IGO
IGO_50,IGO_50,,Organization for Security and Cooperation in Europe,IGO,IGO
IGO_50,IGO_50,,OSCE,IGO,IGO
IGO_53,IGO_53,,CIS,IGO,IGO
IGO_53,IGO_53,,Commonwealth of Independent States,IGO,IGO
IGO_535,IGO_535,,EAC,IGO,IGO
IGO_535,IGO_535,,East African Community,IGO,IGO
IGO_536,IGO_536,,United Nations Political Office for Somalia (UNPOS),IGO,IGO
IGO_536,IGO_536,,UNPOS,IGO,IGO
IGO_540,IGO_540,,GCC,IGO,IGO
IGO_540,IGO_540,,Gulf Cooperation Council,IGO,IGO
IGO_542,IGO_542,,Community of Sahel-Saharan States,IGO,IGO
IGO_570,IGO_570,,MINUSMA,IGO,IGO
IGO_570,IGO_570,,United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),IGO,IGO
IGO_586,IGO_586,,SCO,IGO,IGO
IGO_586,IGO_586,,Shanghai Cooperation Organization,IGO,IGO
IGO_596,IGO_596,,ISDB,IGO,IGO
IGO_596,IGO_596,,Islamic Development Bank,IGO,IGO
IGO_597,IGO_597,,ECO,IGO,IGO
IGO_597,IGO_597,,Economic Cooperation Organization,IGO,IGO
IGO_598,IGO_598,,Collective Security Treaty Organization,IGO,IGO
IGO_598,IGO_598,,CSTO,IGO,IGO
IGO_599,IGO_599,,CICA,IGO,IGO
IGO_599,IGO_599,,Conference on Interaction and Confidence-Building Measures in Asia (CICA),IGO,IGO
IGO_600,IGO_600,,ADB,IGO,IGO
IGO_600,IGO_600,,Asian Development Bank,IGO,IGO
IGO_616,IGO_616,,UNISFA,IGO,IGO
IGO_616,IGO_616,,United Nations Interim Security Force for Abyei (UNISFA),IGO,IGO
IGO_624,IGO_624,,MONUC,IGO,IGO
IGO_624,IGO_624,,United Nations Mission in the Democratic Republic of the Congo (MONUC),IGO,IGO
IGO_63,IGO_63,,CIS Peacekeeping Force,IGO,IGO
IGO_63,IGO_63,,CIS-PKF,IGO,IGO
IGO_638,IGO_638,,EBRD,IGO,IGO
IGO_638,IGO_638,,European Bank for Reconstruction and Development,IGO,IGO
IGO_639,IGO_639,,COE,IGO,IGO
IGO_639,IGO_639,,Council of Europe,IGO,IGO
IGO_64,IGO_64,,UNDP,IGO,IGO
IGO_64,IGO_64,,United Nations Development Programme,IGO,IGO
IGO_640,IGO_640,,Office of the United Nations High Commissioner for Human Rights,IGO,IGO
IGO_640,IGO_640,,UNHCHR,IGO,IGO
IGO_65,IGO_65,,High Commission for Refugees,IGO,IGO
IGO_65,IGO_65,,UNHCR,IGO,IGO
IGO_652,IGO_652,,UNAMSIL,IGO,IGO
IGO_652,IGO_652,,United Nations Mission in Sierra Leone (UNAMSIL),IGO,IGO
IGO_672,IGO_672,,UN Office on Drugs and Crimes,IGO,IGO
IGO_672,IGO_672,,UNODC,IGO,IGO
IGO_673,IGO_673,,WFP,IGO,IGO
IGO_673,IGO_673,,World Food Program,IGO,IGO
IGO_674,IGO_674,,UNFPA,IGO,IGO
IGO_674,IGO_674,,United Nations Population Fund,IGO,IGO
IGO_675,IGO_675,,International Organization for Migration,IGO,IGO
IGO_675,IGO_675,,IOM,IGO,IGO
IGO_676,IGO_676,,FAO,IGO,IGO
IGO_676,IGO_676,,Food and Agriculture Organization,IGO,IGO
IGO_677,IGO_677,,WHO,IGO,IGO
IGO_677,IGO_677,,World Health Organization,IGO,IGO
IGO_678,IGO_678,,UNESCO,IGO,IGO
IGO_678,IGO_678,,"United Nations Educational, Scientific and Cultural Organization",IGO,IGO
IGO_679,IGO_679,,IFAD,IGO,IGO
IGO_679,IGO_679,,International Fund for Agricultural Development (IFAD),IGO,IGO
IGO_68,IGO_68,,OAS,IGO,IGO
IGO_68,IGO_68,,Organization of American States,IGO,IGO
IGO_680,IGO_680,,APO,IGO,IGO
IGO_680,IGO_680,,Asian Productivity Organization,IGO,IGO
IGO_681,IGO_681,,MIGA,IGO,IGO
IGO_681,IGO_681,,Multilateral Investment Guarantee Agency (MIGA),IGO,IGO
IGO_750,IGO_750,,United Nations Support Mission in Libya (UNSMIL),IGO,IGO
IGO_750,IGO_750,,UNSMIL,IGO,IGO
IGO_795,IGO_795,,UNCRO,IGO,IGO
IGO_795,IGO_795,,United Nations Confidence Restoration Operation (UNCRO),IGO,IGO
IGO_8,IGO_8,,UN Security Council,IGO,IGO
IGO_8,IGO_8,,UNSC,IGO,IGO
IGO_831,IGO_831,,United Nations Mission in South Sudan (UNMISS),IGO,IGO
IGO_831,IGO_831,,UNMISS,IGO,IGO
IGO_854,IGO_854,,United Nations Mission in Sudan (UNMIS),IGO,IGO
IGO_854,IGO_854,,UNMIS,IGO,IGO
IGO_87,IGO_87,,African Union,IGO,IGO
IGO_87,IGO_87,,AU,IGO,IGO
IGO_89,IGO_89,,Economic Community of West African States,IGO,IGO
IGO_89,IGO_89,,ECOWAS,IGO,IGO
IGO_892,IGO_892,,MINUSCA,IGO,IGO
IGO_892,IGO_892,,United Nations Multidimensional Integrated Stabilization Mission in the Central African Republic (MINUSCA),IGO,IGO
IGO_913,IGO_913,,ECCAS,IGO,IGO
IGO_913,IGO_913,,Economic Community of Central African States,IGO,IGO
IGO_950,IGO_950,,African Union-United Nations Hybrid Operation in Darfur (UNAMID),IGO,IGO
IGO_950,IGO_950,,UNAMID,IGO,IGO
IGO_972,IGO_972,,MONUSCO,IGO,IGO
IGO_972,IGO_972,,United Nations Organization Stabilization Mission in the Democratic Republic of the Congo (MONUSCO),IGO,IGO
IGO_985,IGO_985,,EFTA,IGO,IGO
IGO_985,IGO_985,,European Free Trade Association,IGO,IGO
IGO_990,IGO_990,,Office of the Special Envoy of the Secretary-General for Yemen (OSESG-Yemen),IGO,IGO
IGO_990,IGO_990,,OSESG-Yemen,IGO,IGO
MEND-1,,,Accord,,
MEND-10,,,Berghof Foundation,,
MEND-11,,760,Bhutan,,
MEND-12,,145,Bolivia,,
MEND-13,,,Carter Center,,
MEND-14,,,Diplomatic Community,,
MEND-15,,54,Dominica,,
MEND-16,,42,Dominican Republic,,
MEND-17,,,DPPA,,
MEND-18,,572,Eswatini (formerly Swaziland),,
MEND-19,,55,Grenada,,
MEND-2,,,African Council for Religious Leaders Religions for Peace,,
MEND-20,,110,Guyana,,
MEND-21,,,High-Level Independent Panel on Security and Development of the Sahel,,
MEND-22,,,Human Rights Research Society in Norway,,
MEND-23,,,ICC,,
MEND-24,,,International Rescue Committee,,
MEND-25,,437,Ivory Coast (Cte d'Ivoire),,
MEND-26,,51,Jamaica,,
MEND-27,,942,Kiribati,,
MEND-28,,781,Maldives,,
MEND-29,,944,Marshall Islands,,
MEND-3,,32,Antigua and Barbuda,,
MEND-30,,945,Micronesia,,
MEND-31,,,NAM,,
MEND-31,,,Non-Aligned Movement (Uganda),,
MEND-32,,941,Nauru,,
MEND-33,,,Norwegian Refugee Council,,
MEND-34,,,OCHA,,
MEND-34,,,United Nations Office for the Coordination of Humanitarian Affairs,,
MEND-35,,,OPCW,,
MEND-35,,,Organisation for the Prohibition of Chemical Weapons,,
MEND-36,,,Palestine Committee in Asian Parliamentary Assembly,,
MEND-37,,150,Paraguay,,
MEND-38,,,Public International Law & Policy Group,,
MEND-39,,694,Qatar Fund for Development,,
MEND-4,,,APA,,
MEND-4,,,Asian Parliamentary Assembly,,
MEND-40,,694,Qatar Red Crescent Society,,
MEND-41,,56,Saint Kitts and Nevis,,
MEND-42,,57,Saint Lucia,,
MEND-43,,58,Saint Vincent and the Grenadines,,
MEND-44,,990,Samoa,,
MEND-45,,404,Sao Tome and Principe,,
MEND-46,,,Save the Children,,
MEND-47,,,SFCG Consortium Maji ya Amani,,
MEND-48,,780,South Sri Lanka*,,
MEND-49,,115,Suriname,,
MEND-5,,,Arab Development Bank,,
MEND-50,,52,Trinidad and Tobago,,
MEND-51,,,UN Committee on the Admission of New Members,,
MEND-52,,,UN Truce Supervision Organization,,
MEND-53,,,UNAMA,,
MEND-53,,,United Nations Assistance Mission in Afghanistan,,
MEND-54,,,UNCT,,
MEND-55,,,UNESCO,,
MEND-56,,,UNFPA,,
MEND-57,,,UNIFIL,,
MEND-57,,,United Nations Interim Force in Lebanon,,
MEND-58,,,UNITAMS,,
MEND-58,,,United Nations Integrated Transition Assistance Mission in Sudan,,
MEND-59,,,United Nations Mission to support the Hodeidah Agreement,,
MEND-59,,,UNMHA,,
MEND-6,,,ASEAN,,
